file,nu,TN,FP,FN,TP,Recall,Neg_pred,Kappa,
liver,0.11,16,6,108,43,0.88,0.73,0,
liver,0.13,16,6,108,43,0.88,0.73,0,
liver,0.15,17,6,107,43,0.88,0.74,0.01,
liver,0.17,18,7,106,42,0.86,0.72,0,
liver,0.19,19,8,105,41,0.84,0.7,-0.01,
liver,0.01,22,10,102,39,0.8,0.69,-0.02,
liver,0.03,21,10,103,39,0.8,0.68,-0.02,
liver,0.05,21,10,103,39,0.8,0.68,-0.02,
liver,0.07,21,10,103,39,0.8,0.68,-0.02,
liver,0.09,21,10,103,39,0.8,0.68,-0.02,
liver,0.11,21,10,103,39,0.8,0.68,-0.02,
liver,0.13,21,10,103,39,0.8,0.68,-0.02,
liver,0.15,21,10,103,39,0.8,0.68,-0.02,
liver,0.17,21,10,103,39,0.8,0.68,-0.02,
liver,0.19,22,10,102,39,0.8,0.69,-0.02,
liver,0.01,28,10,96,39,0.8,0.74,0.01,
liver,0.03,28,10,96,39,0.8,0.74,0.01,
liver,0.05,28,10,96,39,0.8,0.74,0.01,
liver,0.07,28,10,96,39,0.8,0.74,0.01,
liver,0.09,28,10,96,39,0.8,0.74,0.01,
liver,0.11,28,10,96,39,0.8,0.74,0.01,
liver,0.13,28,10,96,39,0.8,0.74,0.01,
liver,0.15,27,10,97,39,0.8,0.73,0.01,
liver,0.17,27,10,97,39,0.8,0.73,0.01,
liver,0.19,27,10,97,39,0.8,0.73,0.01,
liver,0.01,39,13,85,36,0.73,0.75,0.03,
liver,0.03,38,14,86,35,0.71,0.73,0.01,
liver,0.05,38,14,86,35,0.71,0.73,0.01,
liver,0.07,37,14,87,35,0.71,0.73,0.01,
liver,0.09,38,14,86,35,0.71,0.73,0.01,
liver,0.11,38,14,86,35,0.71,0.73,0.01,
liver,0.13,37,14,87,35,0.71,0.73,0.01,
liver,0.15,38,14,86,35,0.71,0.73,0.01,
liver,0.17,38,14,86,35,0.71,0.73,0.01,
liver,0.19,38,14,86,35,0.71,0.73,0.01,
liver,0.01,43,13,81,36,0.73,0.77,0.06,
liver,0.03,45,13,79,36,0.73,0.78,0.07,
liver,0.05,44,13,80,36,0.73,0.77,0.06,
liver,0.07,44,13,80,36,0.73,0.77,0.06,
liver,0.09,44,13,80,36,0.73,0.77,0.06,
liver,0.11,44,13,80,36,0.73,0.77,0.06,
liver,0.13,43,13,81,36,0.73,0.77,0.06,
liver,0.15,44,13,80,36,0.73,0.77,0.06,
liver,0.17,44,13,80,36,0.73,0.77,0.06,
liver,0.19,44,13,80,36,0.73,0.77,0.06,
liver,0.01,49,13,75,36,0.73,0.79,0.09,
liver,0.03,49,13,75,36,0.73,0.79,0.09,
liver,0.05,47,13,77,36,0.73,0.78,0.08,
liver,0.07,48,13,76,36,0.73,0.79,0.09,
liver,0.09,48,13,76,36,0.73,0.79,0.09,
liver,0.11,48,13,76,36,0.73,0.79,0.09,
liver,0.13,48,13,76,36,0.73,0.79,0.09,
liver,0.15,49,13,75,36,0.73,0.79,0.09,
liver,0.17,48,13,76,36,0.73,0.79,0.09,
liver,0.19,48,13,76,36,0.73,0.79,0.09,
liver,0.01,51,14,73,35,0.71,0.78,0.09,
liver,0.03,50,14,74,35,0.71,0.78,0.09,
liver,0.05,51,14,73,35,0.71,0.78,0.09,
liver,0.07,50,14,74,35,0.71,0.78,0.09,
liver,0.09,51,14,73,35,0.71,0.78,0.09,
liver,0.11,50,14,74,35,0.71,0.78,0.09,
liver,0.13,50,14,74,35,0.71,0.78,0.09,
liver,0.15,51,14,73,35,0.71,0.78,0.09,
liver,0.17,51,14,73,35,0.71,0.78,0.09,
liver,0.19,50,14,74,35,0.71,0.78,0.09,
liver,0.01,55,16,69,33,0.67,0.77,0.09,
liver,0.03,54,16,70,33,0.67,0.77,0.08,
liver,0.05,54,15,70,34,0.69,0.78,0.1,
liver,0.07,54,15,70,34,0.69,0.78,0.1,
liver,0.09,55,16,69,33,0.67,0.77,0.09,
liver,0.11,55,15,69,34,0.69,0.79,0.1,
liver,0.13,54,15,70,34,0.69,0.78,0.1,
liver,0.15,53,16,71,33,0.67,0.77,0.08,
liver,0.17,53,15,71,34,0.69,0.78,0.09,
liver,0.19,55,15,69,34,0.69,0.79,0.1,
liver,0.01,55,19,69,30,0.61,0.74,0.04,
liver,0.03,55,18,69,31,0.63,0.75,0.06,
liver,0.05,54,19,70,30,0.61,0.74,0.04,
liver,0.07,55,18,69,31,0.63,0.75,0.06,
liver,0.09,55,18,69,31,0.63,0.75,0.06,
liver,0.11,55,18,69,31,0.63,0.75,0.06,
liver,0.13,54,18,70,31,0.63,0.75,0.05,
liver,0.15,54,18,70,31,0.63,0.75,0.05,
liver,0.17,55,18,69,31,0.63,0.75,0.06,
liver,0.19,55,18,69,31,0.63,0.75,0.06,
liver,0.01,55,22,69,27,0.55,0.71,0,
liver,0.03,55,20,69,29,0.59,0.73,0.03,
liver,0.05,54,20,70,29,0.59,0.73,0.02,
liver,0.07,55,21,69,28,0.57,0.72,0.01,
liver,0.09,54,20,70,29,0.59,0.73,0.02,
liver,0.11,53,20,71,29,0.59,0.73,0.01,
liver,0.13,54,20,70,29,0.59,0.73,0.02,
liver,0.15,55,20,69,29,0.59,0.73,0.03,
liver,0.17,54,20,70,29,0.59,0.73,0.02,
liver,0.19,54,20,70,29,0.59,0.73,0.02,
ionosphere,0.01,33,37,34,0,0,0.47,-0.52,
ionosphere,0.03,33,37,34,0,0,0.47,-0.52,
ionosphere,0.05,33,37,34,0,0,0.47,-0.52,
ionosphere,0.07,33,37,34,0,0,0.47,-0.52,
ionosphere,0.09,33,37,34,0,0,0.47,-0.52,
ionosphere,0.11,33,37,34,0,0,0.47,-0.52,
ionosphere,0.13,33,37,34,0,0,0.47,-0.52,
ionosphere,0.15,33,37,34,0,0,0.47,-0.52,
ionosphere,0.17,33,37,34,0,0,0.47,-0.52,
ionosphere,0.19,33,37,34,0,0,0.47,-0.52,
ionosphere,0.01,36,37,31,0,0,0.49,-0.48,
ionosphere,0.03,37,37,30,0,0,0.5,-0.47,
ionosphere,0.05,37,37,30,0,0,0.5,-0.47,
ionosphere,0.07,37,37,30,0,0,0.5,-0.47,
ionosphere,0.09,37,37,30,0,0,0.5,-0.47,
ionosphere,0.11,37,37,30,0,0,0.5,-0.47,
ionosphere,0.13,37,37,30,0,0,0.5,-0.47,
ionosphere,0.15,37,37,30,0,0,0.5,-0.47,
ionosphere,0.17,37,37,30,0,0,0.5,-0.47,
ionosphere,0.19,37,37,30,0,0,0.5,-0.47,
ionosphere,0.01,41,37,26,0,0,0.53,-0.42,
ionosphere,0.03,40,37,27,0,0,0.52,-0.43,
ionosphere,0.05,40,37,27,0,0,0.52,-0.43,
ionosphere,0.07,40,37,27,0,0,0.52,-0.43,
ionosphere,0.09,40,37,27,0,0,0.52,-0.43,
ionosphere,0.11,40,37,27,0,0,0.52,-0.43,
ionosphere,0.13,40,37,27,0,0,0.52,-0.43,
ionosphere,0.15,40,37,27,0,0,0.52,-0.43,
ionosphere,0.17,40,37,27,0,0,0.52,-0.43,
ionosphere,0.19,40,37,27,0,0,0.52,-0.43,
ionosphere,0.01,42,37,25,0,0,0.53,-0.4,
ionosphere,0.03,41,37,26,0,0,0.53,-0.42,
ionosphere,0.05,42,37,25,0,0,0.53,-0.4,
ionosphere,0.07,42,37,25,0,0,0.53,-0.4,
ionosphere,0.09,42,37,25,0,0,0.53,-0.4,
ionosphere,0.11,42,37,25,0,0,0.53,-0.4,
ionosphere,0.13,42,37,25,0,0,0.53,-0.4,
ionosphere,0.15,41,37,26,0,0,0.53,-0.42,
ionosphere,0.17,42,37,25,0,0,0.53,-0.4,
ionosphere,0.19,42,37,25,0,0,0.53,-0.4,
ionosphere,0.01,42,37,25,0,0,0.53,-0.4,
ionosphere,0.03,43,37,24,0,0,0.54,-0.39,
ionosphere,0.05,43,37,24,0,0,0.54,-0.39,
ionosphere,0.07,43,37,24,0,0,0.54,-0.39,
ionosphere,0.09,43,37,24,0,0,0.54,-0.39,
ionosphere,0.11,43,37,24,0,0,0.54,-0.39,
ionosphere,0.13,43,37,24,0,0,0.54,-0.39,
ionosphere,0.15,43,37,24,0,0,0.54,-0.39,
ionosphere,0.17,43,37,24,0,0,0.54,-0.39,
ionosphere,0.19,43,37,24,0,0,0.54,-0.39,
ionosphere,0.01,44,37,23,0,0,0.54,-0.38,
ionosphere,0.03,44,37,23,0,0,0.54,-0.38,
ionosphere,0.05,44,37,23,0,0,0.54,-0.38,
ionosphere,0.07,44,37,23,0,0,0.54,-0.38,
ionosphere,0.09,44,37,23,0,0,0.54,-0.38,
ionosphere,0.11,44,37,23,0,0,0.54,-0.38,
ionosphere,0.13,44,37,23,0,0,0.54,-0.38,
ionosphere,0.15,44,37,23,0,0,0.54,-0.38,
ionosphere,0.17,44,37,23,0,0,0.54,-0.38,
ionosphere,0.19,44,37,23,0,0,0.54,-0.38,
ionosphere,0.01,48,37,19,0,0,0.56,-0.32,
ionosphere,0.03,48,37,19,0,0,0.56,-0.32,
ionosphere,0.05,48,37,19,0,0,0.56,-0.32,
ionosphere,0.07,48,37,19,0,0,0.56,-0.32,
ionosphere,0.09,48,37,19,0,0,0.56,-0.32,
ionosphere,0.11,48,37,19,0,0,0.56,-0.32,
ionosphere,0.13,48,37,19,0,0,0.56,-0.32,
ionosphere,0.15,48,37,19,0,0,0.56,-0.32,
ionosphere,0.17,48,37,19,0,0,0.56,-0.32,
ionosphere,0.19,48,37,19,0,0,0.56,-0.32,
ionosphere,0.01,49,37,18,0,0,0.57,-0.3,
ionosphere,0.03,49,37,18,0,0,0.57,-0.3,
ionosphere,0.05,49,37,18,0,0,0.57,-0.3,
ionosphere,0.07,49,37,18,0,0,0.57,-0.3,
ionosphere,0.09,49,37,18,0,0,0.57,-0.3,
ionosphere,0.11,49,37,18,0,0,0.57,-0.3,
ionosphere,0.13,49,37,18,0,0,0.57,-0.3,
ionosphere,0.15,49,37,18,0,0,0.57,-0.3,
ionosphere,0.17,49,37,18,0,0,0.57,-0.3,
ionosphere,0.19,49,37,18,0,0,0.57,-0.3,
ionosphere,0.01,51,37,16,0,0,0.58,-0.27,
ionosphere,0.03,52,37,15,0,0,0.58,-0.26,
ionosphere,0.05,52,37,15,0,0,0.58,-0.26,
ionosphere,0.07,52,37,15,0,0,0.58,-0.26,
ionosphere,0.09,52,37,15,0,0,0.58,-0.26,
ionosphere,0.11,52,37,15,0,0,0.58,-0.26,
ionosphere,0.13,52,37,15,0,0,0.58,-0.26,
ionosphere,0.15,52,37,15,0,0,0.58,-0.26,
ionosphere,0.17,52,37,15,0,0,0.58,-0.26,
ionosphere,0.19,52,37,15,0,0,0.58,-0.26,
ionosphere,0.01,53,37,14,0,0,0.59,-0.24,
ionosphere,0.03,53,37,14,0,0,0.59,-0.24,
ionosphere,0.05,53,37,14,0,0,0.59,-0.24,
ionosphere,0.07,53,37,14,0,0,0.59,-0.24,
ionosphere,0.09,53,37,14,0,0,0.59,-0.24,
ionosphere,0.11,53,37,14,0,0,0.59,-0.24,
ionosphere,0.13,53,37,14,0,0,0.59,-0.24,
ionosphere,0.15,53,37,14,0,0,0.59,-0.24,
ionosphere,0.17,53,37,14,0,0,0.59,-0.24,
ionosphere,0.19,53,37,14,0,0,0.59,-0.24,
ionosphere,0.01,55,37,12,0,0,0.6,-0.21,
ionosphere,0.03,55,37,12,0,0,0.6,-0.21,
ionosphere,0.05,55,37,12,0,0,0.6,-0.21,
ionosphere,0.07,55,37,12,0,0,0.6,-0.21,
ionosphere,0.09,55,37,12,0,0,0.6,-0.21,
ionosphere,0.11,55,37,12,0,0,0.6,-0.21,
ionosphere,0.13,55,37,12,0,0,0.6,-0.21,
ionosphere,0.15,55,37,12,0,0,0.6,-0.21,
ionosphere,0.17,55,37,12,0,0,0.6,-0.21,
ionosphere,0.19,55,37,12,0,0,0.6,-0.21,
mammo,0.01,21,34,107,88,0.72,0.38,-0.11,
mammo,0.03,23,33,105,89,0.73,0.41,-0.09,
mammo,0.05,24,33,104,89,0.73,0.42,-0.08,
mammo,0.07,24,33,104,89,0.73,0.42,-0.08,
mammo,0.09,26,40,102,82,0.67,0.39,-0.12,
mammo,0.11,27,40,101,82,0.67,0.4,-0.12,
mammo,0.13,29,40,99,82,0.67,0.42,-0.1,
mammo,0.15,29,44,99,78,0.64,0.4,-0.13,
mammo,0.17,32,48,96,74,0.61,0.4,-0.14,
mammo,0.19,32,49,96,73,0.6,0.4,-0.15,
mammo,0.01,24,34,104,88,0.72,0.41,-0.09,
mammo,0.03,23,34,105,88,0.72,0.4,-0.1,
mammo,0.05,23,34,105,88,0.72,0.4,-0.1,
mammo,0.07,25,34,103,88,0.72,0.42,-0.08,
mammo,0.09,27,34,101,88,0.72,0.44,-0.07,
mammo,0.11,25,36,103,86,0.7,0.41,-0.1,
mammo,0.13,30,39,98,83,0.68,0.43,-0.08,
mammo,0.15,30,40,98,82,0.67,0.43,-0.09,
mammo,0.17,35,43,93,79,0.65,0.45,-0.08,
mammo,0.19,34,47,94,75,0.61,0.42,-0.12,
mammo,0.01,26,34,102,88,0.72,0.43,-0.07,
mammo,0.03,24,34,104,88,0.72,0.41,-0.09,
mammo,0.05,24,34,104,88,0.72,0.41,-0.09,
mammo,0.07,23,34,105,88,0.72,0.4,-0.1,
mammo,0.09,26,34,102,88,0.72,0.43,-0.07,
mammo,0.11,26,35,102,87,0.71,0.43,-0.08,
mammo,0.13,23,38,105,84,0.69,0.38,-0.13,
mammo,0.15,30,39,98,83,0.68,0.43,-0.08,
mammo,0.17,33,42,95,80,0.66,0.44,-0.09,
mammo,0.19,34,44,94,78,0.64,0.44,-0.09,
mammo,0.01,32,41,96,81,0.66,0.44,-0.09,
mammo,0.03,24,36,104,86,0.7,0.4,-0.11,
mammo,0.05,26,35,102,87,0.71,0.43,-0.08,
mammo,0.07,25,39,103,83,0.68,0.39,-0.12,
mammo,0.09,28,39,100,83,0.68,0.42,-0.1,
mammo,0.11,28,35,100,87,0.71,0.44,-0.07,
mammo,0.13,24,40,104,82,0.67,0.38,-0.14,
mammo,0.15,31,47,97,75,0.61,0.4,-0.14,
mammo,0.17,35,47,93,75,0.61,0.43,-0.11,
mammo,0.19,35,50,93,72,0.59,0.41,-0.14,
mammo,0.01,37,44,91,78,0.64,0.46,-0.07,
mammo,0.03,31,42,97,80,0.66,0.42,-0.1,
mammo,0.05,30,39,98,83,0.68,0.43,-0.08,
mammo,0.07,28,38,100,84,0.69,0.42,-0.09,
mammo,0.09,28,37,100,85,0.7,0.43,-0.08,
mammo,0.11,32,35,96,87,0.71,0.48,-0.04,
mammo,0.13,30,38,98,84,0.69,0.44,-0.08,
mammo,0.15,30,41,98,81,0.66,0.42,-0.1,
mammo,0.17,36,47,92,75,0.61,0.43,-0.1,
mammo,0.19,36,48,92,74,0.61,0.43,-0.11,
mammo,0.01,39,39,89,83,0.68,0.5,-0.01,
mammo,0.03,42,43,86,79,0.65,0.49,-0.02,
mammo,0.05,36,42,92,80,0.66,0.46,-0.06,
mammo,0.07,31,42,97,80,0.66,0.42,-0.1,
mammo,0.09,27,39,101,83,0.68,0.41,-0.11,
mammo,0.11,30,42,98,80,0.66,0.42,-0.11,
mammo,0.13,35,40,93,82,0.67,0.47,-0.05,
mammo,0.15,34,40,94,82,0.67,0.46,-0.06,
mammo,0.17,36,44,92,78,0.64,0.45,-0.08,
mammo,0.19,37,44,91,78,0.64,0.46,-0.07,
mammo,0.01,35,50,93,72,0.59,0.41,-0.14,
mammo,0.03,41,46,87,76,0.62,0.47,-0.06,
mammo,0.05,38,44,90,78,0.64,0.46,-0.06,
mammo,0.07,38,44,90,78,0.64,0.46,-0.06,
mammo,0.09,40,45,88,77,0.63,0.47,-0.06,
mammo,0.11,30,43,98,79,0.65,0.41,-0.12,
mammo,0.13,41,44,87,78,0.64,0.48,-0.04,
mammo,0.15,33,44,95,78,0.64,0.43,-0.1,
mammo,0.17,39,47,89,75,0.61,0.45,-0.08,
mammo,0.19,52,50,76,72,0.59,0.51,0,
mammo,0.01,52,49,76,73,0.6,0.51,0,
mammo,0.03,37,43,91,79,0.65,0.46,-0.06,
mammo,0.05,40,50,88,72,0.59,0.44,-0.1,
mammo,0.07,28,43,100,79,0.65,0.39,-0.13,
mammo,0.09,34,44,94,78,0.64,0.44,-0.09,
mammo,0.11,34,44,94,78,0.64,0.44,-0.09,
mammo,0.13,32,44,96,78,0.64,0.42,-0.11,
mammo,0.15,36,43,92,79,0.65,0.46,-0.07,
mammo,0.17,43,47,85,75,0.61,0.48,-0.05,
mammo,0.19,45,45,83,77,0.63,0.5,-0.02,
mammo,0.01,37,50,91,72,0.59,0.43,-0.12,
mammo,0.03,36,49,92,73,0.6,0.42,-0.12,
mammo,0.05,41,46,87,76,0.62,0.47,-0.06,
mammo,0.07,36,48,92,74,0.61,0.43,-0.11,
mammo,0.09,37,48,91,74,0.61,0.44,-0.1,
mammo,0.11,35,48,93,74,0.61,0.42,-0.12,
mammo,0.13,36,45,92,77,0.63,0.44,-0.09,
mammo,0.15,34,44,94,78,0.64,0.44,-0.09,
mammo,0.17,42,49,86,73,0.6,0.46,-0.07,
mammo,0.19,40,48,88,74,0.61,0.45,-0.08,
mammo,0.01,45,59,83,63,0.52,0.43,-0.13,
mammo,0.03,44,58,84,64,0.52,0.43,-0.13,
mammo,0.05,40,48,88,74,0.61,0.45,-0.08,
mammo,0.07,40,54,88,68,0.56,0.43,-0.13,
mammo,0.09,45,56,83,66,0.54,0.45,-0.11,
mammo,0.11,44,47,84,75,0.61,0.48,-0.04,
mammo,0.13,33,45,95,77,0.63,0.42,-0.11,
mammo,0.15,37,47,91,75,0.61,0.44,-0.1,
mammo,0.17,45,58,83,64,0.52,0.44,-0.12,
mammo,0.19,50,55,78,67,0.55,0.48,-0.06,
mammo,0.01,54,65,74,57,0.47,0.45,-0.11,
mammo,0.03,48,52,80,70,0.57,0.48,-0.05,
mammo,0.05,44,47,84,75,0.61,0.48,-0.04,
mammo,0.07,46,42,82,80,0.66,0.52,0.01,
mammo,0.09,42,49,86,73,0.6,0.46,-0.07,
mammo,0.11,44,50,84,72,0.59,0.47,-0.07,
mammo,0.13,39,47,89,75,0.61,0.45,-0.08,
mammo,0.15,36,42,92,80,0.66,0.46,-0.06,
mammo,0.17,35,41,93,81,0.66,0.46,-0.06,
mammo,0.19,46,46,82,76,0.62,0.5,-0.02,
parkinson,0.01,22,10,22,4,0.29,0.69,-0.17,
parkinson,0.03,21,10,23,4,0.29,0.68,-0.18,
parkinson,0.05,21,10,23,4,0.29,0.68,-0.18,
parkinson,0.07,21,10,23,4,0.29,0.68,-0.18,
parkinson,0.09,21,10,23,4,0.29,0.68,-0.18,
parkinson,0.11,21,10,23,4,0.29,0.68,-0.18,
parkinson,0.13,21,10,23,4,0.29,0.68,-0.18,
parkinson,0.15,21,10,23,4,0.29,0.68,-0.18,
parkinson,0.17,21,10,23,4,0.29,0.68,-0.18,
parkinson,0.19,21,10,23,4,0.29,0.68,-0.18,
parkinson,0.01,23,11,21,3,0.21,0.68,-0.21,
parkinson,0.03,24,11,20,3,0.21,0.69,-0.2,
parkinson,0.05,24,11,20,3,0.21,0.69,-0.2,
parkinson,0.07,25,11,19,3,0.21,0.69,-0.18,
parkinson,0.09,24,11,20,3,0.21,0.69,-0.2,
parkinson,0.11,24,11,20,3,0.21,0.69,-0.2,
parkinson,0.13,24,11,20,3,0.21,0.69,-0.2,
parkinson,0.15,24,11,20,3,0.21,0.69,-0.2,
parkinson,0.17,24,11,20,3,0.21,0.69,-0.2,
parkinson,0.19,24,11,20,3,0.21,0.69,-0.2,
parkinson,0.01,29,11,15,3,0.21,0.72,-0.12,
parkinson,0.03,28,11,16,3,0.21,0.72,-0.13,
parkinson,0.05,28,11,16,3,0.21,0.72,-0.13,
parkinson,0.07,28,11,16,3,0.21,0.72,-0.13,
parkinson,0.09,28,11,16,3,0.21,0.72,-0.13,
parkinson,0.11,27,11,17,3,0.21,0.71,-0.15,
parkinson,0.13,28,11,16,3,0.21,0.72,-0.13,
parkinson,0.15,28,11,16,3,0.21,0.72,-0.13,
parkinson,0.17,28,11,16,3,0.21,0.72,-0.13,
parkinson,0.19,28,11,16,3,0.21,0.72,-0.13,
parkinson,0.01,30,12,14,2,0.14,0.71,-0.17,
parkinson,0.03,30,13,14,1,0.07,0.7,-0.24,
parkinson,0.05,30,12,14,2,0.14,0.71,-0.17,
parkinson,0.07,30,12,14,2,0.14,0.71,-0.17,
parkinson,0.09,30,12,14,2,0.14,0.71,-0.17,
parkinson,0.11,30,12,14,2,0.14,0.71,-0.17,
parkinson,0.13,30,12,14,2,0.14,0.71,-0.17,
parkinson,0.15,30,12,14,2,0.14,0.71,-0.17,
parkinson,0.17,30,12,14,2,0.14,0.71,-0.17,
parkinson,0.19,30,12,14,2,0.14,0.71,-0.17,
parkinson,0.01,36,13,8,1,0.07,0.73,-0.13,
parkinson,0.03,36,13,8,1,0.07,0.73,-0.13,
parkinson,0.05,36,13,8,1,0.07,0.73,-0.13,
parkinson,0.07,36,13,8,1,0.07,0.73,-0.13,
parkinson,0.09,36,13,8,1,0.07,0.73,-0.13,
parkinson,0.11,36,13,8,1,0.07,0.73,-0.13,
parkinson,0.13,36,13,8,1,0.07,0.73,-0.13,
parkinson,0.15,36,13,8,1,0.07,0.73,-0.13,
parkinson,0.17,36,13,8,1,0.07,0.73,-0.13,
parkinson,0.19,36,13,8,1,0.07,0.73,-0.13,
parkinson,0.01,38,14,6,0,0,0.73,-0.17,
parkinson,0.03,38,14,6,0,0,0.73,-0.17,
parkinson,0.05,38,14,6,0,0,0.73,-0.17,
parkinson,0.07,38,14,6,0,0,0.73,-0.17,
parkinson,0.09,38,14,6,0,0,0.73,-0.17,
parkinson,0.11,38,14,6,0,0,0.73,-0.17,
parkinson,0.13,38,14,6,0,0,0.73,-0.17,
parkinson,0.15,38,14,6,0,0,0.73,-0.17,
parkinson,0.17,38,14,6,0,0,0.73,-0.17,
parkinson,0.19,38,14,6,0,0,0.73,-0.17,
parkinson,0.01,38,14,6,0,0,0.73,-0.17,
parkinson,0.03,38,14,6,0,0,0.73,-0.17,
parkinson,0.05,38,14,6,0,0,0.73,-0.17,
parkinson,0.07,38,14,6,0,0,0.73,-0.17,
parkinson,0.09,38,14,6,0,0,0.73,-0.17,
parkinson,0.11,38,14,6,0,0,0.73,-0.17,
parkinson,0.13,38,14,6,0,0,0.73,-0.17,
parkinson,0.15,38,14,6,0,0,0.73,-0.17,
parkinson,0.17,38,14,6,0,0,0.73,-0.17,
parkinson,0.19,38,14,6,0,0,0.73,-0.17,
parkinson,0.01,39,14,5,0,0,0.74,-0.15,
parkinson,0.03,39,14,5,0,0,0.74,-0.15,
parkinson,0.05,39,14,5,0,0,0.74,-0.15,
parkinson,0.07,39,14,5,0,0,0.74,-0.15,
parkinson,0.09,39,14,5,0,0,0.74,-0.15,
parkinson,0.11,39,14,5,0,0,0.74,-0.15,
parkinson,0.13,39,14,5,0,0,0.74,-0.15,
parkinson,0.15,39,14,5,0,0,0.74,-0.15,
parkinson,0.17,39,14,5,0,0,0.74,-0.15,
parkinson,0.19,39,14,5,0,0,0.74,-0.15,
parkinson,0.01,39,14,5,0,0,0.74,-0.15,
parkinson,0.03,40,14,4,0,0,0.74,-0.12,
parkinson,0.05,40,14,4,0,0,0.74,-0.12,
parkinson,0.07,40,14,4,0,0,0.74,-0.12,
parkinson,0.09,40,14,4,0,0,0.74,-0.12,
parkinson,0.11,40,14,4,0,0,0.74,-0.12,
parkinson,0.13,40,14,4,0,0,0.74,-0.12,
parkinson,0.15,40,14,4,0,0,0.74,-0.12,
parkinson,0.17,40,14,4,0,0,0.74,-0.12,
parkinson,0.19,40,14,4,0,0,0.74,-0.12,
parkinson,0.01,43,14,1,0,0,0.75,-0.03,
parkinson,0.03,43,14,1,0,0,0.75,-0.03,
parkinson,0.05,43,14,1,0,0,0.75,-0.03,
parkinson,0.07,43,14,1,0,0,0.75,-0.03,
parkinson,0.09,43,14,1,0,0,0.75,-0.03,
parkinson,0.11,43,14,1,0,0,0.75,-0.03,
parkinson,0.13,43,14,1,0,0,0.75,-0.03,
parkinson,0.15,43,14,1,0,0,0.75,-0.03,
parkinson,0.17,43,14,1,0,0,0.75,-0.03,
parkinson,0.19,43,14,1,0,0,0.75,-0.03,
parkinson,0.01,43,14,1,0,0,0.75,-0.03,
parkinson,0.03,43,14,1,0,0,0.75,-0.03,
parkinson,0.05,43,14,1,0,0,0.75,-0.03,
parkinson,0.07,43,14,1,0,0,0.75,-0.03,
parkinson,0.09,43,14,1,0,0,0.75,-0.03,
parkinson,0.11,43,14,1,0,0,0.75,-0.03,
parkinson,0.13,43,14,1,0,0,0.75,-0.03,
parkinson,0.15,43,14,1,0,0,0.75,-0.03,
parkinson,0.17,43,14,1,0,0,0.75,-0.03,
parkinson,0.19,43,14,1,0,0,0.75,-0.03,
biodegrad,0.01,93,43,116,63,0.59,0.68,0.03,
biodegrad,0.03,90,43,119,63,0.59,0.68,0.02,
biodegrad,0.05,91,43,118,63,0.59,0.68,0.03,
biodegrad,0.07,91,43,118,63,0.59,0.68,0.03,
biodegrad,0.09,90,43,119,63,0.59,0.68,0.02,
biodegrad,0.11,90,43,119,63,0.59,0.68,0.02,
biodegrad,0.13,90,43,119,63,0.59,0.68,0.02,
biodegrad,0.15,90,43,119,63,0.59,0.68,0.02,
biodegrad,0.17,90,43,119,63,0.59,0.68,0.02,
biodegrad,0.19,90,43,119,63,0.59,0.68,0.02,
biodegrad,0.01,115,57,94,49,0.46,0.67,0.01,
biodegrad,0.03,113,57,96,49,0.46,0.66,0,
biodegrad,0.05,115,55,94,51,0.48,0.68,0.03,
biodegrad,0.07,115,56,94,50,0.47,0.67,0.02,
biodegrad,0.09,115,56,94,50,0.47,0.67,0.02,
biodegrad,0.11,116,56,93,50,0.47,0.67,0.02,
biodegrad,0.13,115,56,94,50,0.47,0.67,0.02,
biodegrad,0.15,115,56,94,50,0.47,0.67,0.02,
biodegrad,0.17,115,56,94,50,0.47,0.67,0.02,
biodegrad,0.19,115,56,94,50,0.47,0.67,0.02,
biodegrad,0.01,136,71,73,35,0.33,0.66,-0.02,
biodegrad,0.03,134,70,75,36,0.34,0.66,-0.02,
biodegrad,0.05,135,71,74,35,0.33,0.66,-0.02,
biodegrad,0.07,137,71,72,35,0.33,0.66,-0.01,
biodegrad,0.09,137,71,72,35,0.33,0.66,-0.01,
biodegrad,0.11,138,71,71,35,0.33,0.66,-0.01,
biodegrad,0.13,138,71,71,35,0.33,0.66,-0.01,
biodegrad,0.15,137,71,72,35,0.33,0.66,-0.01,
biodegrad,0.17,138,71,71,35,0.33,0.66,-0.01,
biodegrad,0.19,138,71,71,35,0.33,0.66,-0.01,
biodegrad,0.01,150,79,59,27,0.25,0.66,-0.03,
biodegrad,0.03,149,79,60,27,0.25,0.65,-0.03,
biodegrad,0.05,148,79,61,27,0.25,0.65,-0.04,
biodegrad,0.07,148,79,61,27,0.25,0.65,-0.04,
biodegrad,0.09,150,79,59,27,0.25,0.66,-0.03,
biodegrad,0.11,149,79,60,27,0.25,0.65,-0.03,
biodegrad,0.13,150,79,59,27,0.25,0.66,-0.03,
biodegrad,0.15,149,79,60,27,0.25,0.65,-0.03,
biodegrad,0.17,149,79,60,27,0.25,0.65,-0.03,
biodegrad,0.19,149,79,60,27,0.25,0.65,-0.03,
biodegrad,0.01,156,82,53,24,0.23,0.66,-0.03,
biodegrad,0.03,160,82,49,24,0.23,0.66,-0.01,
biodegrad,0.05,161,82,48,24,0.23,0.66,0,
biodegrad,0.07,160,82,49,24,0.23,0.66,-0.01,
biodegrad,0.09,160,82,49,24,0.23,0.66,-0.01,
